user id,user name,team name,preferred position,preferred position most played,jersey number,total_game_time,Succ Interceptions,Succ Interceptions Per 90,Total Possession retained,Possession Retained Per 90,Possession Retention Contribution,Crucial defensive actions,Crucial defensive actions Per 90,Succ Tackles,Succ Tackles Per 90,Tackle Accuracy,Total Pressure Attempted,Total Pressure Attempted Per 90,Pressure Contribution,Succ Ground duels,Ground Duels Per 90,Ground Duel Win rate,Succ Aerial duels,Ariel Duels Per 90,Aerial Duel Win rate,Succ Short pass,Short Passes Per 90,Short Pass Accuracy,Succ Long pass,Long Passes Per 90,Long Pass Accuracy,Succ Through Ball,Through Balls Per 90,Through Ball Accuracy,Succ Crosses,Crosses Per 90,Crossing Accuracy,Total Forward Passes,Total Forward Passes Per 90,Forward Pass Accuracy,Progressive passes,Progressive passes Per 90,Total Passes completed in final third,Passes completed in final third per 90,Total Progressive Passes received in final third,Progressive Passes received in final third per 90,Total Touches in final third,Touches in final third per 90,Total Successful Toches in final third,Successful Touches in final third per 90,Chances Created,Chances Created Per 90,Chance creation contribution,Total Assists,Total Assists Per 90,Total dribbles completed,Dribbles Completed Per 90,Total close shots on target,Total close shots on target Per 90,Close shot accuracy,Total Long Shot on target,Total Long Shot on target Per 90,Long Shot Accuracy,Total Headed shots on target,Total Headed shots on target Per 90,Attempts On Target Per 90,Headed shot accuracy,Goals from Close shot,Goals from Close shot Per 90,Goals from long shot,Goals from long shot Per 90,Maximum Sense Score,Minimum Sense Score,Average Sense Score,Maximum PP Score,Minimum PP Score,Absolute Score,Preferred Position Score,Overall Preferred Position Score,Total Saves,Goal Conceded,Goalkick Accuracy,Goalkeeper Throws Completed,Handling,Punches,Clearances,Successful Ball Carry Per 90,Ball Carry Accuracy,Goals from headed shot,Goals from headed shot Per 90
10231,Anil Rawat,Rebels FC,"['LEFT WINGER', 'LEFT SIDE BACK', 'CENTER BACK', 'RIGHT WING BACK']",CENTER BACK,['3'],1236,88,6.40776699,113,8.22815534,13.93341554,39,2.839805825,25,1.82038835,62.5,4,0.291262136,7.272727273,3,0.218446602,42.85714286,20,1.45631068,51.28205128,287,20.89805825,83.43023256,0,0,0,64,4.660194175,55.17241379,0,0,0,188,13.68932039,65.73426573,79,5.752427184,75,5.461165049,4,0.291262136,128,9.32038835,61,4.441747573,4,0.291262136,4.705882353,0,0,5,0.36407767,1,0.072815534,20,0,0,0,0,0,0.072815534,0,0,0,0,0,14.17,4.07,8.243333333,9.26,2.5,61.35,4.793333333,4.37,1,0,40,0,1,0,88,2.694174757,100,0,0
10232,Sajjad Hingora,Rebels FC,"['CENTER BACK', 'RIGHT MIDFIELDER']",CENTER BACK,['21'],188,6,2.872340426,8,3.829787234,4.848484848,1,0.478723404,1,0.478723404,50,1,0.478723404,2.941176471,1,0.478723404,33.33333333,0,0,0,43,20.58510638,93.47826087,0,0,0,4,1.914893617,57.14285714,0,0,0,32,15.31914894,84.21052632,7,3.35106383,0,0,1,0.478723404,5,2.393617021,2,0.957446809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.81,0.44,4.973333333,2.89,0,4.35,1.89,2.39,0,0,0,0,0,0,7,0.478723404,100,0,0
10233,Bibin Babu,Rebels FC,"['ATTACKING MIDFIELDER', 'LEFT WINGER', 'LEFT MIDFIELDER', 'STRIKER', 'RIGHT FORWARD', 'CENTRAL MIDFIELDER']",ATTACKING MIDFIELDER,['11'],1305,34,2.344827586,63,4.344827586,7.80669145,0,0,29,2,56.8627451,4,0.275862069,7.142857143,6,0.413793103,66.66666667,3,0.206896552,17.64705882,380,26.20689655,86.36363636,9,0.620689655,33.33333333,72,4.965517241,63.71681416,12,0.827586207,36.36363636,160,11.03448276,59.70149254,69,4.75862069,585,40.34482759,27,1.862068966,516,35.5862069,332,22.89655172,17,1.172413793,16.50485437,1,0.068965517,37,2.551724138,10,0.689655172,71.42857143,12,0.827586207,41.37931034,1,0.068965517,1.586206897,50,3,0.206896552,1,0.068965517,16.63,5.13,9.532666667,14.08,0,87.15,6.590666667,8.65,0,0,100,0,0,0,1,7.379310345,100,0,0
10234,Vishnu Rajesh K,Rebels FC,"['LEFT SIDE BACK', 'RIGHT WING BACK', 'LEFT WINGER', 'RIGHT WINGER']",LEFT SIDE BACK,['12'],946,34,3.234672304,46,4.376321353,5.997392438,6,0.570824524,12,1.141649049,85.71428571,2,0.190274841,3.571428571,2,0.190274841,50,1,0.095137421,10,164,15.602537,82.82828283,1,0.095137421,100,6,0.570824524,23.07692308,8,0.761099366,19.51219512,50,4.756871036,44.24778761,13,1.236786469,190,18.07610994,46,4.376321353,297,28.25581395,203,19.31289641,6,0.570824524,7.407407407,1,0.095137421,12,1.141649049,1,0.095137421,50,0,0,0,0,0,0.095137421,0,0,0,0,0,8.24,2.44,5.413571429,5.25,1.25,32.41,3.418571429,3.18,0,0,0,0,0,0,20,3.234672304,100,0,0
10235,Pradeep R,Rebels FC,"['CENTRAL MIDFIELDER', 'DEFENSIVE MIDFIELDER', 'ATTACKING MIDFIELDER', 'LEFT WINGER']",CENTRAL MIDFIELDER,['9'],1015,22,1.950738916,37,3.280788177,4.817708333,4,0.354679803,14,1.24137931,63.63636364,8,0.709359606,17.0212766,5,0.443349754,41.66666667,2,0.177339901,20,303,26.86699507,89.64497041,7,0.620689655,46.66666667,106,9.399014778,71.62162162,11,0.975369458,29.72972973,185,16.40394089,68.01470588,87,7.714285714,440,39.01477833,3,0.266009852,275,24.38423645,162,14.36453202,10,0.886699507,10,0,0,20,1.773399015,1,0.088669951,50,3,0.266009852,30,0,0,0.354679803,0,0,0,1,0.088669951,16.64,4,11.05142857,12.98,4,89.03,9.06,10.26,0,0,0,0,0,0,14,7.714285714,100,0,0
10236,Prananjay Singh,Rebels FC,"['ATTACKING MIDFIELDER', 'DEFENSIVE MIDFIELDER', 'CENTRAL MIDFIELDER']",DEFENSIVE MIDFIELDER,"['30', '9']",297,10,3.03030303,16,4.848484848,7.373271889,1,0.303030303,6,1.818181818,66.66666667,0,0,0,2,0.606060606,50,0,0,0,72,21.81818182,84.70588235,2,0.606060606,66.66666667,13,3.939393939,92.85714286,0,0,0,33,10,75,10,3.03030303,45,13.63636364,1,0.303030303,47,14.24242424,24,7.272727273,1,0.303030303,6.666666667,0,0,1,0.303030303,1,0.303030303,100,1,0.303030303,25,0,0,0.606060606,0,0,0,0,0,11.31,0.36,6.885,11.31,0.23,17.75,5.8625,5.52,0,0,0,0,0,0,3,0,0,0,0
10237,Sameer Prasad,Rebels FC,"['STRIKER', 'RIGHT WINGER', 'LEFT FORWARD', 'CENTER FORWARD']",RIGHT WINGER,"['10', '11']",985,11,1.005076142,21,1.918781726,2.834008097,3,0.274111675,9,0.822335025,47.36842105,5,0.456852792,9.259259259,6,0.54822335,37.5,6,0.54822335,31.57894737,133,12.15228426,83.125,2,0.182741117,50,7,0.639593909,63.63636364,0,0,0,28,2.558375635,53.84615385,8,0.730964467,185,16.9035533,33,3.015228426,328,29.96954315,196,17.90862944,9,0.822335025,9.89010989,0,0,9,0.822335025,6,0.54822335,50,1,0.091370558,16.66666667,0,0,0.639593909,0,1,0.091370558,0,0,7.81,1.49,4.481538462,5.19,0.42,21.54,2.269230769,2.46,0,0,0,0,0,0,5,3.92893401,100,0,0
10241,Milind Negi,Rebels FC,"['CENTER BACK', 'LEFT MIDFIELDER']",CENTER BACK,['15'],200,11,4.95,14,6.3,8.484848485,2,0.9,3,1.35,100,0,0,0,3,1.35,100,3,1.35,100,46,20.7,88.46153846,0,0,0,10,4.5,83.33333333,0,0,0,29,13.05,74.35897436,11,4.95,5,2.25,0,0,9,4.05,3,1.35,0,0,0,0,0,1,0.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.71,0,5.236666667,3.89,0,6.85,2.536666667,3.42,0,0,0,0,0,0,6,0.45,100,0,0
10242,Pavan S,Rebels FC,"['LEFT SIDE BACK', 'RIGHT SIDE BACK', 'RIGHT WING BACK', 'DEFENSIVE MIDFIELDER', 'CENTER BACK']",RIGHT SIDE BACK,['16'],1313,51,3.49581112,84,5.75780655,10.33210332,25,1.713632902,32,2.193450114,68.08510638,3,0.205635948,5.357142857,3,0.205635948,37.5,3,0.205635948,25,301,20.63214014,87.24637681,1,0.068545316,100,55,3.769992384,50.92592593,6,0.411271896,30,162,11.1043412,62.06896552,68,4.661081493,190,13.02361005,9,0.616907845,219,15.01142422,106,7.265803503,9,0.616907845,9.183673469,0,0,7,0.479817212,0,0,0,1,0.068545316,50,0,0,0.068545316,0,0,0,0,0,11.47,0,7.334666667,7.57,0,56,4.26,4.44,0,0,0,0,0,0,33,2.741812643,100,0,0
10243,Tharun S,Rebels FC,"['RIGHT WINGER', 'CENTER FORWARD', 'CENTRAL MIDFIELDER', 'LEFT WINGER', 'ATTACKING MIDFIELDER', 'LEFT SIDE BACK', 'LEFT WING BACK']",LEFT SIDE BACK,['22'],993,48,4.350453172,67,6.072507553,9.490084986,17,1.540785498,19,1.722054381,52.77777778,3,0.271903323,5.555555556,2,0.181268882,25,2,0.181268882,22.22222222,223,20.21148036,86.43410853,1,0.090634441,50,46,4.16918429,68.65671642,3,0.271903323,33.33333333,111,10.06042296,68.09815951,47,4.259818731,145,13.14199396,5,0.453172205,146,13.2326284,98,8.882175227,6,0.543806647,6.52173913,1,0.090634441,10,0.906344411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.3,0,6.635,10.02,0,47.8,4.307857143,4.96,1,0,0,0,1,0,12,5.166163142,100,0,0
10255,Deepak Saravanan,South United FC,['GOALKEEPER'],GOALKEEPER,['30'],1016,2,0.177165354,2,0.177165354,0.318471338,2,0.177165354,0,0,0,0,0,0,0,0,0,1,0.088582677,16.66666667,126,11.16141732,100,0,0,0,74,6.55511811,44.57831325,0,0,0,141,12.49015748,60.51502146,90,7.972440945,5,0.442913386,0,0,28,2.480314961,6,0.531496063,1,0.088582677,0.847457627,0,0,1,0.088582677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.7,4.47,8.72,11.7,3.57,87.51,8.62,8.39,123,13,88.0952381,57,78,45,24,0.62007874,100,0,0
10254,Suraj,South United FC,['CENTER BACK'],CENTER BACK,['27'],1476,69,4.207317073,100,6.097560976,10.68376068,41,2.5,28,1.707317073,71.79487179,4,0.243902439,10.25641026,4,0.243902439,44.44444444,30,1.829268293,65.2173913,304,18.53658537,89.14956012,1,0.06097561,100,174,10.6097561,67.18146718,0,0,0,268,16.34146341,69.43005181,164,10,190,11.58536585,5,0.304878049,157,9.573170732,83,5.06097561,3,0.182926829,1.785714286,0,0,2,0.12195122,1,0.06097561,100,0,0,0,2,0.12195122,0.182926829,33.33333333,0,0,0,0,14.62,5.66,9.43875,6.61,2.47,61.05,4.14125,4.23,0,0,0,0,0,0,82,2.804878049,100,0,0
10253,Mohammed Rasheed,South United FC,"['LEFT SIDE BACK', 'RIGHT SIDE BACK', 'RIGHT WING BACK']",LEFT SIDE BACK,['26'],809,31,3.448702101,54,6.007416564,9.262435678,17,1.891223733,21,2.336217553,77.77777778,2,0.22249691,5.555555556,6,0.667490729,54.54545455,21,2.336217553,80.76923077,194,21.58220025,89.81481481,2,0.22249691,100,47,5.228677379,71.21212121,6,0.667490729,37.5,102,11.3473424,73.38129496,46,5.117428925,180,20.02472188,8,0.889987639,187,20.80346106,127,14.12855377,4,0.44499382,3.305785124,0,0,9,1.001236094,0,0,0,2,0.22249691,40,0,0,0.22249691,0,0,0,0,0,10.77,4.2,7.845,8.11,2.4,37.57,4.495,4.48,0,0,0,0,0,0,32,2.558714462,100,0,0
10252,Edwin Rossario,South United FC,"['CENTRAL MIDFIELDER', 'DEFENSIVE MIDFIELDER', 'ATTACKING MIDFIELDER']",CENTRAL MIDFIELDER,"['22', '20']",1326,58,3.936651584,99,6.719457014,10.57692308,11,0.746606335,38,2.57918552,64.40677966,4,0.271493213,10.25641026,5,0.339366516,33.33333333,18,1.221719457,51.42857143,430,29.18552036,86.17234469,12,0.814479638,52.17391304,99,6.719457014,65.56291391,10,0.678733032,41.66666667,208,14.11764706,65,87,5.904977376,730,49.54751131,15,1.018099548,366,24.84162896,259,17.57918552,22,1.49321267,13.0952381,3,0.20361991,9,0.610859729,1,0.067873303,20,3,0.20361991,37.5,0,0,0.271493213,0,1,0.067873303,0,0,17.52,5.81,10.660625,17.52,5.62,133.63,10.166875,11.54,0,0,0,0,0,0,17,3.936651584,100,0,0
10251,Sapam Sing,South United FC,"['CENTER BACK', 'RIGHT SIDE BACK', 'ATTACKING MIDFIELDER', 'CENTRAL MIDFIELDER']",CENTER BACK,['19'],301,18,5.382059801,20,5.980066445,8.928571429,1,0.299003322,1,0.299003322,20,1,0.299003322,5.555555556,1,0.299003322,33.33333333,2,0.598006645,33.33333333,79,23.62126246,82.29166667,0,0,0,31,9.26910299,73.80952381,1,0.299003322,50,58,17.34219269,70.73170732,23,6.877076412,55,16.44518272,1,0.299003322,28,8.372093023,17,5.083056478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.87,5.49,11.265,14.97,2.78,14.71,6.54,3.27,0,0,0,0,0,0,18,5.681063123,100,0,0
10250,Magminlal Vaiphei,South United FC,"['CENTRAL MIDFIELDER', 'RIGHT MIDFIELDER', 'LEFT MIDFIELDER']",CENTRAL MIDFIELDER,['17'],1285,41,2.871595331,74,5.182879377,7.905982906,7,0.490272374,32,2.241245136,71.11111111,2,0.140077821,5.128205128,3,0.210116732,20,1,0.070038911,11.11111111,352,24.6536965,88.88888889,2,0.140077821,28.57142857,74,5.182879377,80.43478261,1,0.070038911,25,152,10.6459144,75.62189055,53,3.712062257,340,23.81322957,3,0.210116732,189,13.23735409,132,9.245136187,5,0.350194553,2.976190476,1,0.070038911,6,0.420233463,1,0.070038911,50,1,0.070038911,16.66666667,0,0,0.140077821,0,0,0,0,0,13,4.48,8.7275,12.51,4.48,102.81,8.345,8.7,0,0,0,0,0,0,14,1.821011673,100,0,0
10249,U K Surya,South United FC,"['LEFT WINGER', 'LEFT MIDFIELDER', 'CENTRAL MIDFIELDER', 'RIGHT WINGER', 'LEFT WING BACK', 'CENTER FORWARD']",LEFT WINGER,"['16', '10']",478,19,3.577405858,27,5.083682008,4.560810811,2,0.376569038,8,1.506276151,72.72727273,1,0.188284519,2.777777778,1,0.188284519,20,1,0.188284519,25,110,20.71129707,78.57142857,3,0.564853556,60,9,1.694560669,45,4,0.753138075,25,40,7.531380753,51.94805195,10,1.882845188,180,33.89121339,21,3.953974895,235,44.24686192,152,28.61924686,9,1.694560669,8.181818182,0,0,7,1.317991632,2,0.376569038,40,0,0,0,0,0,0.376569038,0,0,0,0,0,17.39,2.69,7.65,14.48,0.69,21.09,5.204,3.69,0,0,0,0,0,0,1,3.012552301,100,0,0
10248,Thotkadhar Zimik,South United FC,"['STRIKER', 'CENTER FORWARD', 'ATTACKING MIDFIELDER']",STRIKER,"['11', '19']",508,4,0.708661417,10,1.771653543,2.028397566,0,0,4,0.708661417,50,3,0.531496063,18.75,3,0.531496063,37.5,3,0.531496063,20,48,8.503937008,85.71428571,0,0,0,3,0.531496063,100,0,0,0,12,2.125984252,80,4,0.708661417,100,17.71653543,19,3.366141732,165,29.23228346,89,15.76771654,6,1.062992126,8.450704225,1,0.177165354,1,0.177165354,5,0.885826772,55.55555556,1,0.177165354,50,2,0.354330709,1.417322835,50,2,0.354330709,0,0,5,2.08,3.19625,3.62,0,6.76,1.1925,1.21,0,0,0,0,0,0,2,1.062992126,100,0,0
10247,Magesh S,South United FC,"['ATTACKING MIDFIELDER', 'CENTER FORWARD', 'CENTRAL MIDFIELDER', 'LEFT WINGER']",ATTACKING MIDFIELDER,['10'],843,17,1.814946619,37,3.950177936,4.539877301,10,1.067615658,14,1.494661922,43.75,7,0.747330961,17.94871795,5,0.533807829,38.46153846,7,0.747330961,23.33333333,250,26.69039146,84.17508418,5,0.533807829,45.45454545,50,5.338078292,69.44444444,3,0.320284698,37.5,121,12.91814947,67.22222222,52,5.551601423,440,46.97508897,18,1.921708185,370,39.50177936,252,26.90391459,13,1.387900356,9.219858156,1,0.106761566,7,0.747330961,5,0.533807829,71.42857143,9,0.960854093,50,1,0.106761566,1.601423488,100,3,0.320284698,2,0.213523132,23.66,2.88,10.26428571,23.66,2.5,69.66,8.587142857,8.39,0,0,0,0,0,0,4,3.096085409,100,0,0
10246,Altab Husain,South United FC,"['RIGHT WINGER', 'RIGHT MIDFIELDER', 'LEFT WINGER']",RIGHT WINGER,"['7', '11']",990,23,2.090909091,57,5.181818182,7.872928177,5,0.454545455,34,3.090909091,72.34042553,1,0.090909091,3.448275862,3,0.272727273,23.07692308,7,0.636363636,24.13793103,178,16.18181818,76.06837607,1,0.090909091,25,13,1.181818182,61.9047619,2,0.181818182,16.66666667,41,3.727272727,54.66666667,14,1.272727273,380,34.54545455,64,5.818181818,524,47.63636364,362,32.90909091,12,1.090909091,8.053691275,0,0,22,2,5,0.454545455,25,1,0.090909091,11.11111111,1,0.090909091,0.636363636,25,1,0.090909091,1,0.090909091,7.78,3.35,6.161538462,6.37,1.44,44.11,4.314615385,4.18,0,0,0,0,0,0,14,7.454545455,100,1,0.090909091
10245,Francis Xavier,South United FC,"['RIGHT SIDE BACK', 'RIGHT WING BACK', 'LEFT WINGER']",RIGHT SIDE BACK,"['6', '10']",127,13,9.212598425,17,12.04724409,14.65517241,0,0,4,2.834645669,66.66666667,0,0,0,0,0,0,0,0,0,26,18.42519685,81.25,0,0,0,3,2.125984252,50,0,0,0,15,10.62992126,62.5,5,3.543307087,10,7.086614173,2,1.417322835,22,15.59055118,15,10.62992126,0,0,0,0,0,2,1.417322835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.03,4.22,5.625,4.71,2.97,5.34,3.84,4.02,0,0,0,0,0,0,2,2.125984252,100,0,0
10258,Ankit Bhuyan,Kickstart FC,['GOALKEEPER'],GOALKEEPER,"['31', '1']",374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,6.497326203,100,0,0,0,14,3.368983957,63.63636364,0,0,0,26,6.256684492,76.47058824,13,3.128342246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.56,3.8,6.624,12.56,3.8,19.82,6.624,5.3,30,4,100,18,20,10,11,0,0,0,0
10259,D Sheltohn Paul,Kickstart FC,"['LEFT SIDE BACK', 'LEFT MIDFIELDER', 'CENTRAL MIDFIELDER', 'LEFT WINGER', 'RIGHT WINGER', 'RIGHT SIDE BACK']",CENTRAL MIDFIELDER,['15'],1286,55,3.849144635,91,6.368584759,11.62196679,8,0.559875583,31,2.169517885,51.66666667,9,0.629860031,30,5,0.34992224,38.46153846,6,0.419906687,42.85714286,370,25.89424572,85.64814815,11,0.769828927,64.70588235,87,6.088646967,58.78378378,7,0.489891135,23.33333333,244,17.07620529,66.84931507,102,7.138413686,595,41.6407465,22,1.539657854,398,27.85381026,260,18.19595645,21,1.469673406,11.93181818,5,0.34992224,19,1.32970451,2,0.139968896,100,7,0.489891135,46.66666667,0,0,0.629860031,0,0,0,0,0,20.82,3.69,10.04866667,20.82,1.33,93.69,7.426,10.48,0,0,0,0,0,0,18,4.758942457,100,0,0
10260,Harikrishnan M,Kickstart FC,['CENTER BACK'],CENTER BACK,['3'],609,45,6.650246305,58,8.571428571,17.73700306,24,3.54679803,13,1.921182266,68.42105263,0,0,0,2,0.295566502,50,11,1.625615764,61.11111111,134,19.80295567,95.71428571,0,0,0,49,7.24137931,64.47368421,0,0,0,100,14.77832512,76.33587786,40,5.911330049,55,8.128078818,1,0.147783251,37,5.467980296,20,2.955665025,1,0.147783251,1.219512195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.69,2.75,8.915714286,6.83,0.51,28.6,4.704285714,4.7,0,0,0,0,0,0,26,0.738916256,100,0,0
10261,Johnson A,Kickstart FC,"['CENTER BACK', 'CENTRAL MIDFIELDER', 'DEFENSIVE MIDFIELDER', 'RIGHT SIDE BACK']",CENTER BACK,['12'],876,63,6.47260274,99,10.17123288,14.00282885,34,3.493150685,33,3.390410959,53.22580645,3,0.308219178,10,6,0.616438356,60,8,0.821917808,80,197,20.23972603,81.74273859,4,0.410958904,100,44,4.520547945,66.66666667,0,0,0,145,14.89726027,72.13930348,51,5.239726027,90,9.246575342,1,0.102739726,76,7.808219178,36,3.698630137,4,0.410958904,3.2,1,0.102739726,6,0.616438356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.64,3.08,8.913571429,12.14,3.08,49.19,5.902857143,4.87,0,0,0,0,0,0,37,1.746575342,100,0,0
10262,Prashanth Kalinga,Kickstart FC,"['RIGHT SIDE BACK', 'CENTER BACK', 'RIGHT WING BACK']",RIGHT SIDE BACK,['16'],508,20,3.543307087,27,4.783464567,9.121621622,6,1.062992126,7,1.24015748,46.66666667,0,0,0,0,0,0,8,1.417322835,53.33333333,119,21.08267717,83.21678322,0,0,0,31,5.492125984,37.34939759,8,1.417322835,34.7826087,84,14.88188976,50.60240964,41,7.263779528,110,19.48818898,6,1.062992126,169,29.94094488,84,14.88188976,8,1.417322835,13.33333333,1,0.177165354,1,0.177165354,0,0,0,1,0.177165354,100,1,0.177165354,0.354330709,33.33333333,0,0,0,0,10.98,5.17,7.786666667,8.83,1.36,21.34,4.146666667,4.15,1,0,0,0,1,0,24,2.480314961,100,1,0.177165354
10268,Vijay T,Kickstart FC,"['RIGHT WINGER', 'STRIKER']",RIGHT WINGER,['22'],98,1,0.918367347,4,3.673469388,2.702702703,1,0.918367347,3,2.755102041,75,0,0,0,2,1.836734694,40,1,0.918367347,50,23,21.12244898,85.18518519,0,0,0,0,0,0,0,0,0,7,6.428571429,87.5,1,0.918367347,20,18.36734694,9,8.265306122,51,46.83673469,36,33.06122449,0,0,0,0,0,1,0.918367347,1,0.918367347,25,0,0,0,0,0,0.918367347,0,0,0,0,0,14.25,4.84,8.17,7.12,2.4,2.92,4.113333333,3.12,0,0,0,0,0,0,1,5.510204082,100,0,0
10263,Ganesan .,Kickstart FC,"['DEFENSIVE MIDFIELDER', 'CENTRAL MIDFIELDER', 'LEFT WINGER', 'RIGHT WINGER', 'RIGHT MIDFIELDER']",CENTRAL MIDFIELDER,['13'],595,12,1.81512605,18,2.722689076,3.870967742,0,0,6,0.907563025,37.5,0,0,0,4,0.605042017,57.14285714,2,0.302521008,20,171,25.86554622,87.24489796,1,0.151260504,16.66666667,30,4.537815126,78.94736842,1,0.151260504,33.33333333,83,12.55462185,71.55172414,28,4.235294118,245,37.05882353,6,0.907563025,159,24.05042017,107,16.18487395,7,1.058823529,5.384615385,0,0,7,1.058823529,2,0.302521008,50,2,0.302521008,40,0,0,0.605042017,0,0,0,0,0,17.7,1.84,8.192,17.7,0.98,45.27,7.307,8.45,0,0,0,0,0,0,3,2.117647059,100,0,0
10264,Benjamin Lupheng,Kickstart FC,"['ATTACKING MIDFIELDER', 'RIGHT MIDFIELDER', 'CENTRAL MIDFIELDER', 'RIGHT WINGER', 'STRIKER', 'LEFT WINGER']",CENTRAL MIDFIELDER,['20'],812,18,1.995073892,24,2.660098522,3.310344828,0,0,6,0.665024631,46.15384615,1,0.110837438,8.333333333,6,0.665024631,42.85714286,2,0.221674877,18.18181818,183,20.28325123,80.26315789,1,0.110837438,20,21,2.327586207,56.75675676,3,0.332512315,33.33333333,64,7.093596059,61.53846154,21,2.327586207,355,39.34729064,33,3.657635468,324,35.91133005,218,24.16256158,15,1.662561576,8.620689655,0,0,6,0.665024631,11,1.219211823,55,0,0,0,1,0.110837438,1.330049261,100,4,0.443349754,0,0,13.71,2.71,7.347142857,11.3,1,42.5,4.878571429,6.27,0,0,0,0,0,0,2,3.54679803,100,0,0
10265,Solaimalai N,Kickstart FC,['CENTRAL MIDFIELDER'],CENTRAL MIDFIELDER,['8'],383,9,2.114882507,11,2.584856397,5.82010582,1,0.234986945,1,0.234986945,33.33333333,1,0.234986945,25,4,0.939947781,80,1,0.234986945,14.28571429,96,22.55874674,90.56603774,1,0.234986945,25,59,13.86422977,67.81609195,5,1.174934726,35.71428571,86,20.20887728,66.15384615,49,11.51436031,160,37.59791123,1,0.234986945,101,23.73368146,53,12.45430809,8,1.879895561,16,2,0.46997389,3,0.704960836,1,0.234986945,100,2,0.46997389,16.66666667,0,0,0.704960836,0,1,0.234986945,1,0.234986945,14.42,8.13,10.912,14.42,8.13,43.22,10.912,11.28,0,0,0,0,0,0,2,1.879895561,100,0,0
10266,Aenam Graffenberg Jurwa,Kickstart FC,"['LEFT WINGER', 'RIGHT WINGER', 'LEFT MIDFIELDER', 'CENTER FORWARD', 'ATTACKING MIDFIELDER']",LEFT WINGER,['17'],937,11,1.056563501,26,2.49733191,3.504043127,1,0.096051227,15,1.44076841,62.5,0,0,0,4,0.384204909,30.76923077,3,0.288153682,20,236,22.66808965,87.40740741,4,0.384204909,57.14285714,11,1.056563501,73.33333333,7,0.672358591,53.84615385,81,7.780149413,76.41509434,26,2.49733191,500,48.02561366,46,4.418356457,436,41.87833511,333,31.9850587,22,2.113127001,13.58024691,1,0.096051227,15,1.44076841,8,0.768409819,61.53846154,5,0.480256137,50,0,0,1.248665955,0,4,0.384204909,1,0.096051227,11.6,4.93,8.002666667,8.78,2.58,43.02,4.531333333,4.61,0,0,0,1,0,0,0,3.93810032,100,0,0
10267,Cletus Dominic Jacob Paul,Kickstart FC,"['CENTER FORWARD', 'STRIKER']",STRIKER,['9'],429,3,0.629370629,7,1.468531469,2.554744526,2,0.41958042,4,0.839160839,80,1,0.20979021,9.090909091,2,0.41958042,28.57142857,0,0,0,51,10.6993007,66.23376623,1,0.20979021,50,6,1.258741259,60,1,0.20979021,20,17,3.566433566,43.58974359,4,0.839160839,65,13.63636364,14,2.937062937,190,39.86013986,109,22.86713287,3,0.629370629,5,0,0,3,0.629370629,4,0.839160839,50,1,0.20979021,12.5,2,0.41958042,1.468531469,28.57142857,2,0.41958042,0,0,5.12,2.52,3.778571429,4.03,0,8.28,1.522857143,1.75,0,0,0,0,0,0,3,1.258741259,100,1,0.20979021
10276,NANDHA,FC Agniputhra,"['RIGHT WINGER', 'LEFT WINGER', 'CENTRAL MIDFIELDER']",LEFT WINGER,['11'],244,4,1.475409836,6,2.213114754,3.428571429,1,0.368852459,2,0.737704918,40,1,0.368852459,25,3,1.106557377,60,1,0.368852459,50,28,10.32786885,84.84848485,0,0,0,1,0.368852459,100,0,0,0,5,1.844262295,55.55555556,0,0,20,7.37704918,5,1.844262295,28,10.32786885,20,7.37704918,1,0.368852459,3.125,1,0.368852459,2,0.737704918,0,0,0,1,0.368852459,100,0,0,0.368852459,0,0,0,0,0,9.47,0.31,4.5075,4.4,0.22,3.76,2.1775,1.17,0,0,0,0,0,0,1,1.475409836,100,0,0
10270,TAMANG,FC Agniputhra,"['RIGHT WINGER', 'CENTER BACK', 'RIGHT SIDE BACK', 'RIGHT MIDFIELDER', 'LEFT SIDE BACK']",RIGHT WINGER,"['25', '5']",409,10,2.200488998,17,3.740831296,4.303797468,4,0.880195599,7,1.540342298,58.33333333,0,0,0,0,0,0,2,0.4400978,25,163,35.86797066,90.05524862,1,0.2200489,100,16,3.520782396,72.72727273,0,0,0,102,22.44498778,83.60655738,38,8.361858191,90,19.80440098,7,1.540342298,72,15.84352078,43,9.462102689,5,1.100244499,8.771929825,0,0,1,0.2200489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.4,0.8,10.12,7.87,0.52,16.72,4.391428571,3.24,1,0,0,0,1,0,17,0.660146699,100,0,0
